"","hgnc_symbol","entrez_gene_id","gene_biotype","percentage_gc_content","transcript_count","chromosome_name","start_position","end_position","strand","cds_length","three_prime_utr_length","transcription_factor","transcription_cofactor","chromatin_remodeller","plasma_membrane","apoptosis","cell_cycle_phase"
"ENSG00000178401","DNAJC22",79962,"protein_coding",46.84,4,"12",49346917,49357546,1,1026,2181,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178403","NEUROG2",63973,"protein_coding",56.57,1,"4",112513516,112516172,-1,819,NA,"bHLH",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178409","BEND3",57673,"protein_coding",47.45,2,"6",107065182,107115269,-1,2487,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178425","NT5DC1",221294,"protein_coding",36.29,4,"6",116100849,116249497,1,425,150,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178429","RPS3AP5",NA,"processed_pseudogene",42.39,1,"10",84560443,84561263,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000178440","LINC00843",NA,"lincRNA",43.38,2,"10",49972763,49982053,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178445","GLDC",2731,"protein_coding",44.28,5,"9",6532464,6645650,-1,3063,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178449","COX14",84987,"protein_coding",49.49,4,"12",50111979,50120457,1,174,233,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178457","LINC00314",246705,"lincRNA",39.89,1,"21",28013363,28023233,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178458","H3F3AP6",NA,"processed_pseudogene",51.34,1,"4",139698144,139698554,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178460","MCMDC2",157777,"protein_coding",39.72,7,"8",66870749,66922048,1,192,166,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178464",NA,NA,"processed_pseudogene",54.57,1,"19",12643275,12643919,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178467","P4HTM",54681,"protein_coding",54.55,12,"3",48989886,49007154,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178498","DTX3",196403,"protein_coding",55.6,9,"12",57604622,57609804,1,146,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178502","KLHL11",55175,"protein_coding",47.67,1,"17",41853545,41865431,-1,2127,194,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178537","SLC25A20",788,"protein_coding",47.4,4,"3",48856931,48898993,-1,231,380,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178556","CKS1BP6",NA,"processed_pseudogene",47.5,1,"X",30617454,30617693,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178562","CD28",940,"protein_coding",40,3,"2",203706475,203738912,1,306,3997,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178567","EPM2AIP1",9852,"protein_coding",38.52,3,"3",36985043,36993168,-1,127,415,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178568","ERBB4",2066,"protein_coding",34.69,9,"2",211375717,212538841,-1,3750,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"ENSG00000178585","CTNNBIP1",56998,"protein_coding",51.39,4,"1",9848276,9910336,-1,246,267,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178597","PSAPL1",768239,"protein_coding",60.64,1,"4",7432258,7434945,-1,1566,1055,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178605","GTPBP6",8225,"protein_coding",57.63,2,"X",304529,318819,-1,1551,323,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178607","ERN1",2081,"protein_coding",45.1,8,"17",64039142,64130819,-1,213,1064,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178623","GPR35",2859,"protein_coding",52.73,5,"2",240605431,240631259,1,930,376,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178636",NA,NA,"transcribed_processed_pseudogene",38.45,3,"4",119192773,119212644,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178645","C10orf53",282966,"protein_coding",43.9,4,"10",49679651,49710261,1,474,1348,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178654","PPIAP33",NA,"processed_pseudogene",49.37,1,"9",7597823,7598377,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178660","ARMC10P1",NA,"processed_pseudogene",44.91,1,"3",94506766,94507620,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178662","CSRNP3",80034,"protein_coding",36.48,6,"2",165469647,165689407,1,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000178665","ZNF713",349075,"protein_coding",43,5,"7",55887476,55942225,1,117,191,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178685","PARP10",84875,"protein_coding",54.62,23,"8",143977153,144012772,-1,535,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178690","DYNAP",284254,"protein_coding",36.3,2,"18",54587757,54599493,1,477,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178691","SUZ12",23512,"protein_coding",41,4,"17",31937018,32001045,1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA
"ENSG00000178694","NSUN3",63899,"protein_coding",37.97,8,"3",94062916,94128545,1,1023,2054,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178695","KCTD12",115207,"protein_coding",43.57,1,"13",76880166,76886390,-1,978,5004,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178700","DHFRL1",200895,"protein_coding",35.09,6,"3",94047836,94063389,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178715",NA,NA,"processed_pseudogene",55.71,1,"1",15828232,15828669,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178718","RPP25",54913,"protein_coding",62.84,1,"15",74954416,74957464,-1,600,1567,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178719","GRINA",2907,"protein_coding",66.68,10,"8",143990058,143993415,1,553,252,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178722","C5orf64",285668,"processed_transcript",42.53,6,"5",61637708,61751763,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178732","GP5",2814,"protein_coding",56.08,1,"3",194394821,194398354,-1,1683,1778,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178734","LMO7DN",729420,"protein_coding",38.28,1,"13",75871038,75883811,1,369,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178741","COX5A",9377,"protein_coding",44.93,6,"15",74919791,74938168,-1,462,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178752","FAM132B",151176,"protein_coding",61.83,7,"2",238158982,238168900,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178761","FAM219B",57184,"protein_coding",51.13,19,"15",74899987,74907121,-1,264,267,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178764","ZHX2",22882,"protein_coding",46.32,2,"8",122781394,122974512,1,2514,1270,"Homeobox",FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178772","CPN2",1370,"protein_coding",52.73,2,"3",194339765,194351328,-1,1638,1299,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178773","CPNE7",27132,"protein_coding",60.32,9,"16",89575768,89597246,1,1902,624,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178795","GDPD4",220032,"protein_coding",39.6,6,"11",77216558,77301687,-1,1872,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178802","MPI",4351,"protein_coding",51.86,24,"15",74890005,74902219,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178803","ADORA2A-AS1",646023,"antisense",46.81,3,"22",24429206,24495074,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178809","TRIM73",375593,"protein_coding",53.81,7,"7",75395063,75410996,1,360,404,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178821","TMEM52",339456,"protein_coding",67.46,6,"1",1917590,1919273,-1,132,225,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178852","EFCAB13",124989,"protein_coding",37.82,13,"17",47323290,47441312,1,18,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178860","MSC",9242,"protein_coding",58.6,3,"8",71841549,71844468,-1,621,NA,"bHLH",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178878","APOLD1",81575,"protein_coding",42.82,5,"12",12725917,12829975,1,123,93,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178896","EXOSC4",54512,"protein_coding",58.65,3,"8",144078626,144080647,1,471,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178904","DPY19L3",147991,"protein_coding",40.45,12,"19",32405543,32485895,1,404,24,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178913","TAF7",6879,"protein_coding",42.08,3,"5",141260225,141320821,-1,145,NA,NA,FALSE,TRUE,FALSE,FALSE,NA
"ENSG00000178917","ZNF852",285346,"protein_coding",42.8,4,"3",44498970,44510640,-1,NA,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178921","PFAS",5198,"protein_coding",51.84,12,"17",8247618,8270491,1,396,145,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178922","HYI",81888,"protein_coding",59.36,13,"1",43451003,43453989,-1,819,306,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178927","C17orf62",79415,"protein_coding",60.43,41,"17",82442589,82450829,-1,564,180,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178928","TPRX1",284355,"protein_coding",51.11,3,"19",47801243,47819051,-1,1206,294,"Homeobox",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178935","ZNF552",79818,"protein_coding",47.58,4,"19",57803841,57814913,-1,188,146,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178950","GAK",2580,"protein_coding",56.5,23,"4",849276,932373,-1,150,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178951","ZBTB7A",51341,"protein_coding",62.12,2,"19",4044364,4066945,-1,1755,NA,"ZBTB",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178952","TUFM",7284,"protein_coding",55.48,4,"16",28842411,28846408,-1,306,132,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178965","ERICH3",127254,"protein_coding",36.46,5,"1",74568111,74673738,-1,333,132,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178966","RMI1",80010,"protein_coding",38.66,3,"9",83980711,84004074,1,1878,1209,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178971","CTC1",80169,"protein_coding",48.84,13,"17",8224821,8248044,-1,404,55,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000178974","FBXO34",55030,"protein_coding",40.98,6,"14",55271303,55361918,1,1734,343,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178977","LINC00324",284029,"lincRNA",54.64,1,"17",8220642,8224043,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178980","SEPW1",6415,"protein_coding",54.44,16,"19",47778572,47784686,1,264,158,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178982","EIF3K",27335,"protein_coding",50.37,14,"19",38619082,38636955,1,558,34,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178988","MRFAP1L1",114932,"protein_coding",44.91,2,"4",6707701,6709880,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178996","SNX18",112574,"protein_coding",42.68,3,"5",54517759,54546585,1,1875,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178997","EXD1",161829,"protein_coding",43.98,5,"15",41182725,41230743,-1,1719,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178999","AURKB",9212,"protein_coding",52.69,14,"17",8204733,8210600,-1,912,127,NA,FALSE,FALSE,FALSE,FALSE,"G2"
"ENSG00000179010","MRFAP1",93621,"protein_coding",53.11,5,"4",6640091,6642745,1,312,1015,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179021","C3orf38",285237,"protein_coding",38.06,4,"3",88149743,88168729,1,990,1332,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000179029","TMEM107",84314,"protein_coding",49.51,9,"17",8173237,8176399,-1,324,1946,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179041","RRS1",23212,"protein_coding",56.33,1,"8",66429028,66430733,1,1098,503,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179046","TRIML2",205860,"protein_coding",44.17,7,"4",188091273,188109603,-1,1164,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179051","RCC2",55920,"protein_coding",51.68,3,"1",17406760,17439724,-1,1569,413,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179057","IGSF22",283284,"protein_coding",50.45,5,"11",18704305,18726230,-1,2712,175,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179059","ZFP42",132625,"protein_coding",44.57,3,"4",187995771,188005050,1,933,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000179082","C9orf106",NA,"lincRNA",55.5,1,"9",129321016,129324905,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179085","DPM3",54344,"protein_coding",60.71,3,"1",155139891,155140595,-1,369,70,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179088","C12orf42",374470,"protein_coding",38.04,16,"12",103237591,103496010,-1,1083,164,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179091","CYC1",1537,"protein_coding",63.31,4,"8",144095027,144097525,1,978,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179094","PER1",5187,"protein_coding",58.98,19,"17",8140472,8156506,-1,3804,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179101",NA,NA,"processed_pseudogene",53,1,"X",123514473,123514872,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179104","TMTC2",160335,"protein_coding",37.42,5,"12",82686880,83134870,1,108,85,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179111","HES7",84667,"protein_coding",63.26,3,"17",8120590,8124092,-1,678,NA,"bHLH",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179115","FARSA",2193,"protein_coding",53.91,10,"19",12922479,12934037,-1,1647,268,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179119","SPTY2D1",144108,"protein_coding",41.92,3,"11",18606401,18634791,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179131",NA,NA,"processed_pseudogene",44.9,1,"7",66914581,66914943,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179133","C10orf67",256815,"protein_coding",41.65,2,"10",23267195,23344845,-1,558,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179134","SAMD4B",55095,"protein_coding",49.82,15,"19",39342396,39385710,1,1992,1396,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179136","LINC00670",284034,"lincRNA",40.04,3,"17",12549782,12642854,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179144","GIMAP7",168537,"protein_coding",35.94,1,"7",150514830,150521073,1,903,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179148","ALOXE3",59344,"protein_coding",51.81,4,"17",8095900,8119047,-1,2136,725,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179151","EDC3",80153,"protein_coding",43.7,18,"15",74630558,74696292,-1,490,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179152","TCAIM",285343,"protein_coding",39.47,12,"3",44338119,44409451,1,348,123,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179157","RPS2P28",NA,"processed_pseudogene",58.03,1,"6",43363479,43364219,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179163","FUCA1",2517,"protein_coding",45.7,1,"1",23845077,23868294,-1,1401,637,NA,FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000179168","GGN",199720,"protein_coding",64.93,5,"19",38384265,38388082,-1,246,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179172","HNRNPCL1",343069,"protein_coding",45.74,2,"1",12847377,12947578,-1,882,30,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179195","ZNF664",144348,"protein_coding",44.11,14,"12",123971845,124015439,1,786,2508,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179218","CALR",811,"protein_coding",53.01,7,"19",12938578,12944489,1,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000179219","LINC00311",NA,"lincRNA",55.76,1,"16",85282958,85285963,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179222","MAGED1",9500,"protein_coding",39,10,"X",51803007,51902357,1,2337,208,NA,TRUE,FALSE,TRUE,FALSE,NA
"ENSG00000179240",NA,100506127,"protein_coding",43.61,7,"11",76381313,76414619,1,765,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179241","LDLRAD3",143458,"protein_coding",44.12,6,"11",35943981,36232136,1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179253",NA,NA,"antisense",53.95,1,"20",61717506,61719748,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179262","RAD23A",5886,"protein_coding",54.44,10,"19",12945855,12953642,1,429,78,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179270","C2orf71",388939,"protein_coding",51.48,2,"2",29060976,29074261,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179271","GADD45GIP1",90480,"protein_coding",55.03,1,"19",12953119,12957236,-1,669,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179284","DAND5",199699,"protein_coding",52.32,2,"19",12965159,12974762,1,492,1135,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000179295","PTPN11",5781,"protein_coding",43.16,4,"12",112418351,112509913,1,1383,289,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000179299","NSUN7",79730,"protein_coding",39.54,7,"4",40749897,40809985,1,1428,1650,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179304","FAM156B",29057,"protein_coding",48.73,8,"X",52891306,52908560,1,642,692,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179314","WSCD1",23302,"protein_coding",46.04,13,"17",5772234,6124427,1,1728,3763,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179331","RAB39A",54734,"protein_coding",42.88,1,"11",107928503,107963482,1,654,1109,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179335","CLK3",1198,"protein_coding",54.25,27,"15",74598500,74645414,1,178,129,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179342",NA,NA,"processed_pseudogene",59.49,1,"7",66505155,66506223,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179344","HLA-DQB1",3119,"protein_coding",45.39,9,"6",32659467,32668383,-1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,"G0"
"ENSG00000179348","GATA2",2624,"protein_coding",60.45,6,"3",128479427,128493185,-1,1401,NA,"zf-GATA",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179361","ARID3B",10620,"protein_coding",46.67,6,"15",74541177,74598131,1,1686,2354,"ARID",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179362","HMGN2P46",NA,"transcribed_processed_pseudogene",43.47,8,"15",45511136,45586290,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179364","PACS2",23241,"protein_coding",57.4,14,"14",105300563,105398147,1,1212,578,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000179387","ELMOD2",255520,"protein_coding",34.81,8,"4",140524158,140553770,1,882,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179388","EGR3",1960,"protein_coding",55.71,5,"8",22687659,22693302,-1,1164,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179397","C1orf101",257044,"protein_coding",39.42,10,"1",244454377,244641177,1,2856,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179399","GPC5",2262,"protein_coding",35.84,4,"13",91398675,92873682,1,960,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179403","VWA1",64856,"protein_coding",66.36,4,"1",1434861,1442882,1,444,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179406","LINC00174",285908,"lincRNA",49.46,4,"7",66376044,66401338,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179409","GEMIN4",50628,"protein_coding",56.12,7,"17",744414,753999,-1,3177,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179428",NA,NA,"antisense",49.01,1,"7",22725395,22727620,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179431","FJX1",24147,"protein_coding",63.8,2,"11",35618419,35620868,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179447",NA,100130264,"antisense",44.45,1,"20",19242302,19284596,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179454","KLHL28",54813,"protein_coding",37.29,7,"14",44924319,45042322,-1,1716,4708,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179455","MKRN3",7681,"protein_coding",40.99,5,"15",23565678,23630075,1,318,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179456","ZBTB18",10472,"protein_coding",44.35,2,"1",244048939,244057476,1,1569,NA,"ZBTB",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000179476","C14orf28",122525,"protein_coding",36.63,4,"14",44897295,44907257,1,843,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179477","ALOX12B",242,"protein_coding",55.46,4,"17",8072636,8087703,-1,2106,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179523","EIF3J-AS1",NA,"lincRNA",44.04,5,"15",44527257,44536923,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179526","SHARPIN",81858,"protein_coding",60.75,10,"8",144098633,144108124,-1,1164,151,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179532","DNHD1",144132,"protein_coding",43.78,20,"11",6497260,6593758,1,1794,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179542","SLITRK4",139065,"protein_coding",40.9,3,"X",143622790,143635777,-1,2514,466,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179546","HTR1D",3352,"protein_coding",48.75,1,"1",23191895,23194729,-1,1134,1190,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179562","GCC1",79571,"protein_coding",52.07,3,"7",127580618,127593611,-1,2328,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179571","NBPF17P",NA,"unprocessed_pseudogene",41.3,1,"1",143595216,143635641,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179583","CIITA",4261,"protein_coding",50.02,14,"16",10877198,10932281,1,1062,83,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000179588","ZFPM1",161882,"protein_coding",63.05,5,"16",88453317,88537016,1,NA,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179598","PLD6",201164,"protein_coding",55.87,1,"17",17200995,17206315,-1,759,1771,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179600","GPHB5",122876,"protein_coding",44.25,2,"14",63312835,63318879,-1,393,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179604","CDC42EP4",23580,"protein_coding",52.99,9,"17",73283624,73312175,-1,861,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179611","DGKZP1",NA,"processed_pseudogene",62.82,1,"13",43968424,43971199,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179630","LACC1",144811,"protein_coding",36.87,3,"13",43879284,43893932,1,494,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179632","MAF1",84232,"protein_coding",63.19,6,"8",144104499,144107611,1,495,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179698","KIAA1875",NA,"protein_coding",63.57,6,"8",144107726,144118315,1,2514,162,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179709","NLRP8",126205,"protein_coding",44.14,2,"19",55947832,55988629,1,3090,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179715","PCED1B",91523,"protein_coding",39.92,6,"12",47079603,47236662,1,1299,299,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179743",NA,729614,"antisense",50.49,1,"1",15834479,15848147,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179750","APOBEC3B",9582,"protein_coding",53.12,4,"22",38982347,38992804,1,1473,NA,NA,FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000179761","PIPOX",51268,"protein_coding",51.43,10,"17",28950513,29057220,1,459,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179766","ATP8B5P",158381,"transcribed_unprocessed_pseudogene",39.9,4,"9",35406755,35483035,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179776","CDH5",1003,"protein_coding",49.55,8,"16",66366622,66404786,1,333,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000179796","LRRC3B",116135,"protein_coding",39.52,6,"3",26622806,26710776,1,780,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179818","PCBP1-AS1",400960,"processed_transcript",45.84,170,"2",69962263,70103220,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000179820","MYADM",91663,"protein_coding",58.37,9,"19",53866223,53876437,1,440,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
